]®VHø00/00/0000, 00:00:00, Master Init Complete
05/08/2012, 13:04:32, Note,4
05/08/2012, 13:04:32, Note,5
05/08/2012, 13:04:32, Note,6
05/08/2012, 13:04:32, Note,7
05/08/2012, 13:04:32, Note,8
05/08/2012, 13:04:36, Note,6
05/08/2012, 13:04:46, Screen Saver
05/08/2012, 13:04:52, Note,6
05/08/2012, 13:04:53, Note,6
05/08/2012, 13:04:55, Note,6
05/08/2012, 13:05:01, Note,6
05/08/2012, 13:05:02, Note,6
05/08/2012, 13:05:07, Note,6
05/08/2012, 13:05:08, Note,8
05/08/2012, 13:05:08, Note,7
05/08/2012, 13:05:08, Note,5
05/08/2012, 13:05:08, Note,4
05/08/2012, 13:05:09, Note,3
05/08/2012, 13:05:09, Note,3
05/08/2012, 13:05:09, Note,2
05/08/2012, 13:05:10, Note,1
05/08/2012, 13:05:10, Note,2
05/08/2012, 13:05:10, Note,3
05/08/2012, 13:05:10, Note,4
05/08/2012, 13:05:11, Note,6
05/08/2012, 13:05:11, Note,6
05/08/2012, 13:05:12, Note,5
05/08/2012, 13:05:12, Note,4
05/08/2012, 13:05:13, Note,3
05/08/2012, 13:05:13, Note,2
05/08/2012, 13:05:13, Note,1
05/08/2012, 13:05:14, Note,2
05/08/2012, 13:05:14, Note,3
05/08/2012, 13:05:15, Note,4
05/08/2012, 13:05:15, Note,5
05/08/2012, 13:05:15, Note,6
05/08/2012, 13:05:16, Note,5
05/08/2012, 13:05:16, Note,4
05/08/2012, 13:05:17, Note,3
05/08/2012, 13:05:17, Note,2
05/08/2012, 13:05:17, Note,1
05/08/2012, 13:05:17, Note,1
05/08/2012, 13:05:18, Note,2
05/08/2012, 13:05:18, Note,3
05/08/2012, 13:05:19, Note,5
05/08/2012, 13:05:19, Note,4
05/08/2012, 13:05:26, Note,6
05/08/2012, 13:05:36, Screen Saver
05/08/2012, 13:05:36, Note,6
05/08/2012, 13:05:40, Note,6
05/08/2012, 13:05:48, Note,6
05/08/2012, 13:05:53, Note,6
05/08/2012, 13:05:55, Note,7
05/08/2012, 13:05:55, Note,7
05/08/2012, 13:05:55, Note,1
05/08/2012, 13:05:55, Note,7
05/08/2012, 13:05:55, Note,3
05/08/2012, 13:05:55, Note,8
05/08/2012, 13:05:55, Note,3
05/08/2012, 13:05:56, Note,4
05/08/2012, 13:05:56, Note,5
05/08/2012, 13:05:56, Note,3
05/08/2012, 13:05:56, Note,5
05/08/2012, 13:05:56, Note,8
05/08/2012, 13:05:56, Note,4
05/08/2012, 13:05:57, Note,6
05/08/2012, 13:05:57, Note,7
05/08/2012, 13:05:57, Switching to instrument 2
05/08/2012, 13:05:57, Note,5
05/08/2012, 13:05:57, Note,8
05/08/2012, 13:05:57, Note,7
05/08/2012, 13:05:57, Note,6
05/08/2012, 13:05:58, Note,1
05/08/2012, 13:05:58, Note,8
05/08/2012, 13:05:58, Note,8
05/08/2012, 13:05:59, Note,6
05/08/2012, 13:05:59, Note,7
05/08/2012, 13:05:59, Note,7
05/08/2012, 13:05:59, Note,7
05/08/2012, 13:05:59, Note,2
05/08/2012, 13:05:59, Note,7
05/08/2012, 13:05:59, Note,7
05/08/2012, 13:05:59, Note,3
05/08/2012, 13:05:59, Note,8
05/08/2012, 13:05:59, Note,7
05/08/2012, 13:06:00, Note,6
05/08/2012, 13:06:00, Note,6
05/08/2012, 13:06:01, Note,4
05/08/2012, 13:06:01, Note,5
05/08/2012, 13:06:01, Note,6
05/08/2012, 13:06:01, Note,5
05/08/2012, 13:06:01, Note,3
05/08/2012, 13:06:01, Note,2
05/08/2012, 13:06:01, Note,1
05/08/2012, 13:06:01, Note,6
05/08/2012, 13:06:01, Note,7
05/08/2012, 13:06:02, Note,7
05/08/2012, 13:06:02, Note,8
05/08/2012, 13:06:02, Note,6
05/08/2012, 13:06:03, Note,6
05/08/2012, 13:06:03, Note,5
05/08/2012, 13:06:03, Switching to instrument 3
05/08/2012, 13:06:03, Note,5
05/08/2012, 13:06:03, Note,4
05/08/2012, 13:06:03, Note,5
05/08/2012, 13:06:04, Note,4
05/08/2012, 13:06:04, Note,1
05/08/2012, 13:06:04, Note,5
05/08/2012, 13:06:04, Note,1
05/08/2012, 13:06:04, Note,7
05/08/2012, 13:06:04, Note,6
05/08/2012, 13:06:04, Note,8
05/08/2012, 13:06:04, Note,8
05/08/2012, 13:06:05, Note,2
05/08/2012, 13:06:05, Note,2
05/08/2012, 13:06:05, Note,6
05/08/2012, 13:06:05, Note,2
05/08/2012, 13:06:05, Note,7
05/08/2012, 13:06:05, Note,2
05/08/2012, 13:06:05, Note,5
05/08/2012, 13:06:05, Note,3
05/08/2012, 13:06:05, Note,6
05/08/2012, 13:06:06, Note,5
05/08/2012, 13:06:06, Note,7
05/08/2012, 13:06:06, Note,2
05/08/2012, 13:06:06, Note,6
05/08/2012, 13:06:06, Note,7
05/08/2012, 13:06:06, Note,4
05/08/2012, 13:06:06, Note,3
05/08/2012, 13:06:06, Note,8
05/08/2012, 13:06:06, Note,8
05/08/2012, 13:06:07, Note,8
05/08/2012, 13:06:07, Note,8
05/08/2012, 13:06:07, Note,8
05/08/2012, 13:06:07, Note,2
05/08/2012, 13:06:07, Note,7
05/08/2012, 13:06:07, Note,7
05/08/2012, 13:06:07, Note,6
05/08/2012, 13:06:09, Note,3
05/08/2012, 13:06:10, Note,4
05/08/2012, 13:06:10, Note,6
05/08/2012, 13:06:10, Note,7
05/08/2012, 13:06:10, Note,4
05/08/2012, 13:06:11, Note,7
05/08/2012, 13:06:11, Note,6
05/08/2012, 13:06:11, Note,5
05/08/2012, 13:06:11, Note,4
05/08/2012, 13:06:11, Note,1
05/08/2012, 13:06:11, Note,1
05/08/2012, 13:06:12, Note,1
05/08/2012, 13:06:12, Note,7
05/08/2012, 13:06:12, Note,2
05/08/2012, 13:06:12, Note,6
05/08/2012, 13:06:12, Note,7
05/08/2012, 13:06:12, Note,8
05/08/2012, 13:06:13, Note,8
05/08/2012, 13:06:13, Note,5
05/08/2012, 13:06:13, Note,4
05/08/2012, 13:06:14, Note,3
05/08/2012, 13:06:14, Note,1
05/08/2012, 13:06:15, Note,2
05/08/2012, 13:06:15, Note,4
05/08/2012, 13:06:15, Note,8
05/08/2012, 13:06:16, Note,7
05/08/2012, 13:06:16, Note,1
05/08/2012, 13:06:16, Note,6
05/08/2012, 13:06:16, Switching to instrument 4
05/08/2012, 13:06:16, Note,5
05/08/2012, 13:06:17, Note,2
05/08/2012, 13:06:17, Note,1
05/08/2012, 13:06:17, Note,1
05/08/2012, 13:06:17, Note,3
05/08/2012, 13:06:17, Note,4
05/08/2012, 13:06:17, Note,4
05/08/2012, 13:06:18, Note,5
05/08/2012, 13:06:18, Note,2
05/08/2012, 13:06:18, Note,8
05/08/2012, 13:06:18, Note,3
05/08/2012, 13:06:18, Note,7
05/08/2012, 13:06:18, Note,1
05/08/2012, 13:06:19, Note,6
05/08/2012, 13:06:19, Note,1
05/08/2012, 13:06:19, Note,7
05/08/2012, 13:06:19, Note,8
05/08/2012, 13:06:19, Note,6
05/08/2012, 13:06:20, Note,3
05/08/2012, 13:06:20, Note,1
05/08/2012, 13:06:20, Note,8
05/08/2012, 13:06:20, Note,5
05/08/2012, 13:06:20, Note,1
05/08/2012, 13:06:20, Note,7
05/08/2012, 13:06:20, Note,7
05/08/2012, 13:06:20, Note,3
05/08/2012, 13:06:20, Note,6
05/08/2012, 13:06:20, Note,2
05/08/2012, 13:06:21, Note,8
05/08/2012, 13:06:21, Note,6
05/08/2012, 13:06:21, Note,3
05/08/2012, 13:06:21, Note,1
05/08/2012, 13:06:21, Note,4
05/08/2012, 13:06:21, Note,8
05/08/2012, 13:06:21, Note,4
05/08/2012, 13:06:21, Note,6
05/08/2012, 13:06:21, Note,1
05/08/2012, 13:06:21, Note,3
05/08/2012, 13:06:21, Note,7
05/08/2012, 13:06:21, Note,5
05/08/2012, 13:06:22, Note,6
05/08/2012, 13:06:22, Note,6
05/08/2012, 13:06:22, Note,1
05/08/2012, 13:06:22, Note,3
05/08/2012, 13:06:22, Note,7
05/08/2012, 13:06:22, Note,3
05/08/2012, 13:06:22, Note,4
05/08/2012, 13:06:22, Note,8
05/08/2012, 13:06:22, Note,1
05/08/2012, 13:06:22, Note,3
05/08/2012, 13:06:23, Note,4
05/08/2012, 13:06:23, Note,8
05/08/2012, 13:06:23, Note,3
05/08/2012, 13:06:23, Note,7
05/08/2012, 13:06:23, Note,6
05/08/2012, 13:06:24, Note,3
05/08/2012, 13:06:24, Note,1
05/08/2012, 13:06:24, Note,7
05/08/2012, 13:06:24, Note,4
05/08/2012, 13:06:24, Note,8
05/08/2012, 13:06:24, Note,1
05/08/2012, 13:06:25, Note,7
05/08/2012, 13:06:25, Switching to noises
05/08/2012, 13:06:25, Note,6
05/08/2012, 13:06:26, Note,2
05/08/2012, 13:06:26, Note,2
05/08/2012, 13:06:26, Note,7
05/08/2012, 13:06:26, Note,3
05/08/2012, 13:06:26, Note,1
05/08/2012, 13:06:26, Note,4
05/08/2012, 13:06:26, Note,3
05/08/2012, 13:06:26, Note,7
05/08/2012, 13:06:26, Note,1
05/08/2012, 13:06:27, Note,1
05/08/2012, 13:06:27, Note,4
05/08/2012, 13:06:27, Note,2
05/08/2012, 13:06:27, Note,5
05/08/2012, 13:06:27, Note,6
05/08/2012, 13:06:27, Note,5
05/08/2012, 13:06:28, Note,7
05/08/2012, 13:06:28, Note,2
05/08/2012, 13:06:28, Note,4
05/08/2012, 13:06:28, Note,1
05/08/2012, 13:06:28, Note,2
05/08/2012, 13:06:28, Note,6
05/08/2012, 13:06:28, Note,1
05/08/2012, 13:06:28, Note,1
05/08/2012, 13:06:29, Note,8
05/08/2012, 13:06:29, Note,1
05/08/2012, 13:06:29, Note,4
05/08/2012, 13:06:29, Note,3
05/08/2012, 13:06:29, Note,2
05/08/2012, 13:06:29, Note,5
05/08/2012, 13:06:29, Note,7
05/08/2012, 13:06:29, Note,3
05/08/2012, 13:06:29, Note,5
05/08/2012, 13:06:30, Note,2
05/08/2012, 13:06:30, Note,7
05/08/2012, 13:06:30, Note,3
05/08/2012, 13:06:30, Note,2
05/08/2012, 13:06:30, Note,1
05/08/2012, 13:06:30, Note,2
05/08/2012, 13:06:31, Note,2
05/08/2012, 13:06:31, Note,3
05/08/2012, 13:06:31, Note,1
05/08/2012, 13:06:31, Note,5
05/08/2012, 13:06:31, Note,4
05/08/2012, 13:06:31, Note,2
05/08/2012, 13:06:31, Note,5
05/08/2012, 13:06:32, Note,4
05/08/2012, 13:06:32, Note,5
05/08/2012, 13:06:32, Note,8
05/08/2012, 13:06:32, Note,2
05/08/2012, 13:06:32, Note,7
05/08/2012, 13:06:32, Note,6
05/08/2012, 13:06:32, Note,1
05/08/2012, 13:06:32, Note,6
05/08/2012, 13:06:32, Note,1
05/08/2012, 13:06:33, Note,6
05/08/2012, 13:06:33, Note,2
05/08/2012, 13:06:33, Note,7
05/08/2012, 13:06:33, Note,3
05/08/2012, 13:06:33, Note,1
05/08/2012, 13:06:34, Note,5
05/08/2012, 13:06:34, Note,2
05/08/2012, 13:06:34, Note,4
05/08/2012, 13:06:34, Note,4
05/08/2012, 13:06:35, Note,1
05/08/2012, 13:06:35, Note,7
05/08/2012, 13:06:35, Note,5
05/08/2012, 13:06:35, Note,2
05/08/2012, 13:06:35, Note,6
05/08/2012, 13:06:35, Note,6
05/08/2012, 13:06:35, Note,1
05/08/2012, 13:06:35, Note,2
05/08/2012, 13:06:36, Note,7
05/08/2012, 13:06:36, Note,7
05/08/2012, 13:06:36, Note,3
05/08/2012, 13:06:36, Note,2
05/08/2012, 13:06:36, Note,1
05/08/2012, 13:06:37, Note,6
05/08/2012, 13:06:38, Note,6
05/08/2012, 13:06:38, Note,1
05/08/2012, 13:06:38, Note,6
05/08/2012, 13:06:38, Note,8
05/08/2012, 13:06:38, Note,1
05/08/2012, 13:06:39, Switching to instrument 0
05/08/2012, 13:06:40, Note,2
05/08/2012, 13:06:40, Note,8
05/08/2012, 13:06:40, Note,2
05/08/2012, 13:06:40, Note,1
05/08/2012, 13:06:40, Note,2
05/08/2012, 13:06:40, Note,3
05/08/2012, 13:06:40, Note,4
05/08/2012, 13:06:41, Note,1
05/08/2012, 13:06:41, Note,1
05/08/2012, 13:06:41, Note,1
05/08/2012, 13:06:42, Switching to instrument 1
05/08/2012, 13:06:42, Note,2
05/08/2012, 13:06:42, Note,1
05/08/2012, 13:06:43, Note,3
05/08/2012, 13:06:43, Note,2
05/08/2012, 13:06:43, Note,3
05/08/2012, 13:06:43, Switching to instrument 2
05/08/2012, 13:06:43, Note,1
05/08/2012, 13:06:43, Note,2
05/08/2012, 13:06:43, Note,3
05/08/2012, 13:06:44, Note,1
05/08/2012, 13:06:46, Note,3
05/08/2012, 13:06:46, Note,3
05/08/2012, 13:06:46, Note,6
05/08/2012, 13:06:46, Note,5
05/08/2012, 13:06:48, Note,6
05/08/2012, 13:06:51, Note,5
05/08/2012, 13:06:52, Note,6
05/08/2012, 13:06:53, Note,6
05/08/2012, 13:06:55, Note,6
05/08/2012, 13:07:06, Screen Saver
05/08/2012, 13:07:09, Note,6
05/08/2012, 13:07:14, Note,6
05/08/2012, 13:07:15, Switching to instrument 3
05/08/2012, 13:07:16, Note,1
05/08/2012, 13:07:17, Note,1
05/08/2012, 13:07:17, Note,1
05/08/2012, 13:07:18, Switching to instrument 4
05/08/2012, 13:07:19, Note,6
05/08/2012, 13:07:30, Screen Saver
05/08/2012, 13:07:41, Screen Saver
05/08/2012, 13:07:43, Note,6
05/08/2012, 13:07:52, Note,6
05/08/2012, 13:07:54, Note,6
05/08/2012, 13:08:05, Screen Saver
05/08/2012, 13:08:09, Note,6
05/08/2012, 13:08:20, Screen Saver
05/08/2012, 13:08:20, Note,4
05/08/2012, 13:08:20, Note,3
05/08/2012, 13:08:20, Note,4
05/08/2012, 13:08:21, Note,4
05/08/2012, 13:08:21, Note,2
05/08/2012, 13:08:21, Note,4
05/08/2012, 13:08:21, Note,3
05/08/2012, 13:08:22, Note,4
05/08/2012, 13:08:22, Note,4
05/08/2012, 13:08:22, Note,5
05/08/2012, 13:08:22, Note,3
05/08/2012, 13:08:22, Note,4
05/08/2012, 13:08:23, Note,3
05/08/2012, 13:08:24, Note,6
05/08/2012, 13:08:25, Switching to noises
05/08/2012, 13:08:26, Note,1
05/08/2012, 13:08:26, Note,2
05/08/2012, 13:08:27, Note,1
05/08/2012, 13:08:27, Note,1
05/08/2012, 13:08:28, Note,2
05/08/2012, 13:08:28, Note,3
05/08/2012, 13:08:28, Note,4
05/08/2012, 13:08:28, Note,5
05/08/2012, 13:08:28, Note,6
05/08/2012, 13:08:28, Note,7
05/08/2012, 13:08:28, Note,7
05/08/2012, 13:08:28, Note,7
05/08/2012, 13:08:28, Note,6
05/08/2012, 13:08:29, Note,5
05/08/2012, 13:08:29, Note,4
05/08/2012, 13:08:29, Note,3
05/08/2012, 13:08:29, Note,2
05/08/2012, 13:08:29, Note,1
05/08/2012, 13:08:29, Note,2
05/08/2012, 13:08:30, Note,1
05/08/2012, 13:08:30, Note,6
05/08/2012, 13:08:30, Note,2
05/08/2012, 13:08:30, Note,4
05/08/2012, 13:08:30, Note,6
05/08/2012, 13:08:30, Note,8
05/08/2012, 13:08:31, Note,7
05/08/2012, 13:08:31, Note,8
05/08/2012, 13:08:31, Note,6
05/08/2012, 13:08:32, Note,1
05/08/2012, 13:08:32, Note,7
05/08/2012, 13:08:33, Note,3
05/08/2012, 13:08:33, Note,4
05/08/2012, 13:08:33, Note,5
05/08/2012, 13:08:33, Note,6
05/08/2012, 13:08:33, Note,7
05/08/2012, 13:08:33, Note,8
05/08/2012, 13:08:34, Note,8
05/08/2012, 13:08:34, Note,7
05/08/2012, 13:08:34, Note,6
05/08/2012, 13:08:34, Note,5
05/08/2012, 13:08:34, Note,4
05/08/2012, 13:08:34, Note,3
05/08/2012, 13:08:34, Note,2
05/08/2012, 13:08:35, Note,6
05/08/2012, 13:08:35, Note,1
05/08/2012, 13:08:35, Note,2
05/08/2012, 13:08:35, Note,3
05/08/2012, 13:08:35, Note,4
05/08/2012, 13:08:35, Note,5
05/08/2012, 13:08:36, Note,5
05/08/2012, 13:08:36, Note,4
05/08/2012, 13:08:36, Note,4
05/08/2012, 13:08:36, Note,5
05/08/2012, 13:08:36, Note,3
05/08/2012, 13:08:36, Note,5
05/08/2012, 13:08:37, Note,3
05/08/2012, 13:08:37, Note,5
05/08/2012, 13:08:37, Note,4
05/08/2012, 13:08:37, Note,6
05/08/2012, 13:08:38, Note,4
05/08/2012, 13:08:38, Note,6
05/08/2012, 13:08:38, Note,4
05/08/2012, 13:08:39, Note,4
05/08/2012, 13:08:39, Note,4
05/08/2012, 13:08:40, Note,4
05/08/2012, 13:08:40, Note,4
05/08/2012, 13:08:40, Note,4
05/08/2012, 13:08:41, Note,4
05/08/2012, 13:08:41, Note,7
05/08/2012, 13:08:41, Note,4
05/08/2012, 13:08:41, Note,8
05/08/2012, 13:08:41, Note,5
05/08/2012, 13:08:42, Note,5
05/08/2012, 13:08:42, Note,8
05/08/2012, 13:08:42, Note,4
05/08/2012, 13:08:42, Note,6
05/08/2012, 13:08:42, Note,4
05/08/2012, 13:08:43, Note,6
05/08/2012, 13:08:43, Note,7
05/08/2012, 13:08:43, Note,4
05/08/2012, 13:08:43, Note,6
05/08/2012, 13:08:43, Note,8
05/08/2012, 13:08:43, Note,1
05/08/2012, 13:08:43, Note,7
05/08/2012, 13:08:43, Note,4
05/08/2012, 13:08:43, Note,6
05/08/2012, 13:08:44, Note,2
05/08/2012, 13:08:44, Note,5
05/08/2012, 13:08:44, Note,3
05/08/2012, 13:08:44, Note,1
05/08/2012, 13:08:44, Note,2
05/08/2012, 13:08:44, Note,4
05/08/2012, 13:08:44, Note,1
05/08/2012, 13:08:45, Note,5
05/08/2012, 13:08:45, Note,1
05/08/2012, 13:08:45, Note,6
05/08/2012, 13:08:45, Note,7
05/08/2012, 13:08:45, Note,8
05/08/2012, 13:08:45, Note,7
05/08/2012, 13:08:45, Note,2
05/08/2012, 13:08:45, Note,8
05/08/2012, 13:08:45, Note,2
05/08/2012, 13:08:46, Note,2
05/08/2012, 13:08:46, Note,2
05/08/2012, 13:08:46, Note,2
05/08/2012, 13:08:46, Note,5
05/08/2012, 13:08:46, Note,1
05/08/2012, 13:08:46, Note,2
05/08/2012, 13:08:46, Note,7
05/08/2012, 13:08:47, Note,2
05/08/2012, 13:08:47, Note,6
05/08/2012, 13:08:47, Note,3
05/08/2012, 13:08:47, Note,5
05/08/2012, 13:08:47, Note,7
05/08/2012, 13:08:47, Note,5
05/08/2012, 13:08:47, Note,5
05/08/2012, 13:08:47, Note,3
05/08/2012, 13:08:47, Note,3
05/08/2012, 13:08:47, Note,5
05/08/2012, 13:08:48, Note,2
05/08/2012, 13:08:48, Note,4
05/08/2012, 13:08:48, Note,3
05/08/2012, 13:08:48, Note,3
05/08/2012, 13:08:49, Note,3
05/08/2012, 13:08:49, Note,5
05/08/2012, 13:08:49, Note,3
05/08/2012, 13:08:49, Note,6
05/08/2012, 13:08:49, Note,8
05/08/2012, 13:08:49, Note,6
05/08/2012, 13:08:50, Note,8
05/08/2012, 13:08:50, Note,5
05/08/2012, 13:08:50, Note,8
05/08/2012, 13:08:50, Note,4
05/08/2012, 13:08:50, Note,7
05/08/2012, 13:08:50, Note,6
05/08/2012, 13:08:50, Note,2
05/08/2012, 13:08:50, Note,3
05/08/2012, 13:08:50, Note,4
05/08/2012, 13:08:51, Note,1
05/08/2012, 13:08:51, Note,2
05/08/2012, 13:08:51, Note,2
05/08/2012, 13:08:56, Note,6
05/08/2012, 13:08:58, Note,6
05/08/2012, 13:09:05, Note,6
05/08/2012, 13:09:05, Note,6
05/08/2012, 13:09:15, Screen Saver
05/08/2012, 13:09:17, Note,6
05/08/2012, 13:09:20, Note,6
05/08/2012, 13:09:21, Note,6
05/08/2012, 13:09:22, Note,6
05/08/2012, 13:09:22, Note,6
05/08/2012, 13:09:29, Note,1
05/08/2012, 13:09:29, Note,1
05/08/2012, 13:09:30, Note,1
05/08/2012, 13:09:30, Note,1
05/08/2012, 13:09:31, Note,1
05/08/2012, 13:09:31, Note,1
05/08/2012, 13:09:32, Note,1
05/08/2012, 13:09:33, Note,1
05/08/2012, 13:09:34, Note,4
05/08/2012, 13:09:35, Note,2
05/08/2012, 13:09:36, Note,1
05/08/2012, 13:09:36, Note,8
05/08/2012, 13:09:37, Note,7
05/08/2012, 13:09:37, Note,5
05/08/2012, 13:09:37, Note,5
05/08/2012, 13:09:37, Note,4
05/08/2012, 13:09:37, Note,2
05/08/2012, 13:09:38, Note,7
05/08/2012, 13:09:38, Note,1
05/08/2012, 13:09:38, Note,2
05/08/2012, 13:09:38, Note,6
05/08/2012, 13:09:39, Note,2
05/08/2012, 13:09:39, Note,1
05/08/2012, 13:09:39, Note,2
05/08/2012, 13:09:39, Note,6
05/08/2012, 13:09:39, Note,2
05/08/2012, 13:09:40, Note,7
05/08/2012, 13:09:40, Note,8
05/08/2012, 13:09:40, Note,2
05/08/2012, 13:09:40, Note,6
05/08/2012, 13:09:40, Note,7
05/08/2012, 13:09:41, Note,2
05/08/2012, 13:09:41, Note,1
05/08/2012, 13:09:41, Note,6
05/08/2012, 13:09:41, Note,3
05/08/2012, 13:09:41, Note,1
05/08/2012, 13:09:42, Note,6
05/08/2012, 13:09:42, Note,8
05/08/2012, 13:09:42, Note,6
05/08/2012, 13:09:42, Note,1
05/08/2012, 13:09:42, Note,2
05/08/2012, 13:09:43, Note,1
05/08/2012, 13:09:43, Note,2
05/08/2012, 13:09:43, Note,1
05/08/2012, 13:09:43, Note,3
05/08/2012, 13:09:44, Note,4
05/08/2012, 13:09:44, Note,5
05/08/2012, 13:09:44, Note,6
05/08/2012, 13:09:44, Note,3
05/08/2012, 13:09:44, Note,1
05/08/2012, 13:09:45, Note,2
05/08/2012, 13:09:45, Note,1
05/08/2012, 13:09:45, Note,1
05/08/2012, 13:09:45, Note,1
05/08/2012, 13:09:46, Note,2
05/08/2012, 13:09:46, Note,3
05/08/2012, 13:09:46, Note,4
05/08/2012, 13:09:46, Note,5
05/08/2012, 13:09:46, Note,6
05/08/2012, 13:09:46, Note,4
05/08/2012, 13:09:46, Note,1
05/08/2012, 13:09:46, Note,5
05/08/2012, 13:09:46, Note,7
05/08/2012, 13:09:46, Note,1
05/08/2012, 13:09:46, Note,7
05/08/2012, 13:09:46, Note,7
05/08/2012, 13:09:47, Note,6
05/08/2012, 13:09:47, Note,1
05/08/2012, 13:09:47, Note,3
05/08/2012, 13:09:47, Note,2
05/08/2012, 13:09:48, Note,6
05/08/2012, 13:09:50, Note,6
05/08/2012, 13:09:58, Note,6
05/08/2012, 13:10:05, Note,6
05/08/2012, 13:10:14, Note,6
05/08/2012, 13:10:20, Note,6
05/08/2012, 13:10:24, Note,6
05/08/2012, 13:10:27, Note,6
05/08/2012, 13:10:30, Note,6
05/08/2012, 13:10:37, Note,6
05/08/2012, 13:10:48, Screen Saver
05/08/2012, 13:10:48, Note,6
05/08/2012, 13:10:53, Note,6
05/08/2012, 13:10:56, Note,6
05/08/2012, 13:11:00, Note,6
05/08/2012, 13:11:00, Note,6
05/08/2012, 13:11:00, Note,6
05/08/2012, 13:11:06, Note,6
05/08/2012, 13:11:06, Note,6
05/08/2012, 13:11:09, Note,6
05/08/2012, 13:11:19, Screen Saver
05/08/2012, 13:11:19, Note,6
05/08/2012, 13:11:22, Note,6
05/08/2012, 13:11:26, Note,6
05/08/2012, 13:11:27, Note,6
05/08/2012, 13:11:37, Screen Saver
05/08/2012, 13:11:39, Note,6
05/08/2012, 13:11:44, Note,8
05/08/2012, 13:11:49, Note,6
05/08/2012, 13:11:59, Screen Saver
05/08/2012, 13:11:59, Note,6
05/08/2012, 13:12:00, Note,6
05/08/2012, 13:12:10, Note,6
05/08/2012, 13:12:20, Screen Saver
05/08/2012, 13:12:26, Note,6
05/08/2012, 13:12:29, Note,6
05/08/2012, 13:12:39, Screen Saver
05/08/2012, 13:12:50, Screen Saver
05/08/2012, 13:12:56, Note,6
05/08/2012, 13:13:03, Note,6
05/08/2012, 13:13:04, Note,8
05/08/2012, 13:13:04, Note,6
05/08/2012, 13:13:15, Screen Saver
05/08/2012, 13:13:15, Note,6
05/08/2012, 13:13:17, Note,6
05/08/2012, 13:13:20, Note,6
05/08/2012, 13:13:24, Note,6
05/08/2012, 13:13:35, Screen Saver
05/08/2012, 13:13:46, Screen Saver
05/08/2012, 13:13:55, Note,6
05/08/2012, 13:14:00, Note,6
05/08/2012, 13:14:10, Screen Saver
05/08/2012, 13:14:12, Note,6
05/08/2012, 13:14:15, Note,6
05/08/2012, 13:14:16, Note,8
05/08/2012, 13:14:17, Note,6
05/08/2012, 13:14:21, Note,6
05/08/2012, 13:14:31, Screen Saver
05/08/2012, 13:14:38, Note,6
05/08/2012, 13:14:40, Note,6
05/08/2012, 13:14:40, Note,6
05/08/2012, 13:14:44, Note,6
05/08/2012, 13:14:44, Note,6
05/08/2012, 13:14:47, Note,6
05/08/2012, 13:14:47, Note,6
05/08/2012, 13:14:51, Note,6
05/08/2012, 13:15:02, Screen Saver
05/08/2012, 13:15:08, Note,6
05/08/2012, 13:15:19, Screen Saver
05/08/2012, 13:15:24, Note,6
05/08/2012, 13:15:24, Note,6
05/08/2012, 13:15:26, Note,6
05/08/2012, 13:15:28, Note,6
05/08/2012, 13:15:32, Note,6
05/08/2012, 13:15:36, Note,6
05/08/2012, 13:15:41, Note,6
05/08/2012, 13:15:52, Screen Saver
05/08/2012, 13:15:55, Note,6
05/08/2012, 13:15:56, Note,6
05/08/2012, 13:16:07, Screen Saver
05/08/2012, 13:16:07, Note,6
05/08/2012, 13:16:19, Screen Saver
05/08/2012, 13:16:23, Note,6
05/08/2012, 13:16:24, Note,6
05/08/2012, 13:16:25, Note,6
05/08/2012, 13:16:26, Note,6
05/08/2012, 13:16:26, Note,6
05/08/2012, 13:16:28, Note,6
05/08/2012, 13:16:31, Note,6
05/08/2012, 13:16:39, Note,6
05/08/2012, 13:16:40, Note,6
05/08/2012, 13:16:41, Note,6
05/08/2012, 13:16:42, Note,6
05/08/2012, 13:16:44, Note,6
05/08/2012, 13:16:45, Note,6
05/08/2012, 13:16:55, Screen Saver
05/08/2012, 13:17:00, Note,6
05/08/2012, 13:17:11, Screen Saver
05/08/2012, 13:17:17, Note,6
05/08/2012, 13:17:23, Note,6
05/08/2012, 13:17:24, Note,6
05/08/2012, 13:17:28, Note,6
05/08/2012, 13:17:29, Note,6
05/08/2012, 13:17:35, Note,6
05/08/2012, 13:17:36, Note,6
05/08/2012, 13:17:37, Note,6
05/08/2012, 13:17:38, Note,6
05/08/2012, 13:17:40, Note,6
05/08/2012, 13:17:51, Screen Saver
05/08/2012, 13:17:51, Note,6
05/08/2012, 13:17:52, Note,6
05/08/2012, 13:18:00, Note,6
05/08/2012, 13:18:07, Note,6
05/08/2012, 13:18:07, Note,6
05/08/2012, 13:18:12, Note,6
05/08/2012, 13:18:14, Note,6
05/08/2012, 13:18:18, Note,6
05/08/2012, 13:18:19, Note,6
05/08/2012, 13:18:19, Note,6
05/08/2012, 13:18:30, Screen Saver
05/08/2012, 13:18:32, Note,6
05/08/2012, 13:18:36, Note,6
05/08/2012, 13:18:36, Note,6
05/08/2012, 13:18:42, Note,6
05/08/2012, 13:18:51, Note,6
05/08/2012, 13:18:56, Note,6
05/08/2012, 13:18:59, Note,6
05/08/2012, 13:19:00, Note,6
05/08/2012, 13:19:03, Note,6
05/08/2012, 13:19:06, Note,6
05/08/2012, 13:19:07, Note,6
05/08/2012, 13:19:07, Note,6
05/08/2012, 13:19:09, Note,6
