WvVHø00/00/0000, 00:00:00, Master Init Complete
01/06/2013, 14:09:41, Note,4
01/06/2013, 14:09:42, Note,8
01/06/2013, 14:09:42, Note,5
01/06/2013, 14:09:42, Note,5
01/06/2013, 14:09:42, Note,7
01/06/2013, 14:09:42, Note,3
01/06/2013, 14:09:42, Note,7
01/06/2013, 14:09:42, Note,4
01/06/2013, 14:09:42, Note,3
01/06/2013, 14:09:43, Note,7
01/06/2013, 14:09:43, Note,3
01/06/2013, 14:09:43, Note,6
01/06/2013, 14:09:44, Note,6
01/06/2013, 14:09:45, Note,6
01/06/2013, 14:09:47, Note,7
01/06/2013, 14:09:48, Note,7
01/06/2013, 14:09:51, Note,8
01/06/2013, 14:09:52, Note,7
01/06/2013, 14:09:53, Note,6
01/06/2013, 14:09:54, Note,4
01/06/2013, 14:09:54, Note,3
01/06/2013, 14:09:55, Note,2
01/06/2013, 14:09:56, Note,1
01/06/2013, 14:09:58, Switching to instrument 1
01/06/2013, 14:09:59, Switching to instrument 2
01/06/2013, 14:10:00, Note,1
01/06/2013, 14:10:02, Note,1
01/06/2013, 14:10:04, Switching to instrument 3
01/06/2013, 14:10:05, Note,2
01/06/2013, 14:10:05, Note,2
01/06/2013, 14:10:08, Note,2
01/06/2013, 14:10:09, Switching to instrument 4
01/06/2013, 14:10:12, Note,2
01/06/2013, 14:10:13, Note,3
01/06/2013, 14:10:14, Note,3
01/06/2013, 14:10:14, Note,3
01/06/2013, 14:10:14, Note,3
01/06/2013, 14:10:14, Note,1
01/06/2013, 14:10:15, Note,3
01/06/2013, 14:10:15, Note,2
01/06/2013, 14:10:16, Note,3
01/06/2013, 14:10:16, Note,5
01/06/2013, 14:10:16, Note,5
01/06/2013, 14:10:17, Note,5
01/06/2013, 14:10:17, Note,7
01/06/2013, 14:10:17, Note,6
01/06/2013, 14:10:17, Note,7
01/06/2013, 14:10:17, Note,8
01/06/2013, 14:10:19, Note,7
01/06/2013, 14:10:20, Note,6
01/06/2013, 14:10:20, Note,5
01/06/2013, 14:10:21, Note,8
01/06/2013, 14:10:22, Note,8
01/06/2013, 14:10:22, Note,7
01/06/2013, 14:10:23, Note,8
01/06/2013, 14:10:25, Note,7
01/06/2013, 14:10:25, Note,8
01/06/2013, 14:10:26, Note,6
01/06/2013, 14:10:37, Screen Saver
01/06/2013, 14:10:48, Screen Saver
01/06/2013, 14:10:54, Note,4
01/06/2013, 14:10:55, Note,3
01/06/2013, 14:10:59, Note,1
01/06/2013, 14:11:00, Note,2
01/06/2013, 14:11:00, Note,2
01/06/2013, 14:11:01, Note,3
01/06/2013, 14:11:01, Note,3
01/06/2013, 14:11:01, Note,3
01/06/2013, 14:11:01, Note,4
01/06/2013, 14:11:01, Note,5
01/06/2013, 14:11:02, Note,6
01/06/2013, 14:11:02, Note,7
01/06/2013, 14:11:02, Note,8
01/06/2013, 14:11:02, Note,8
01/06/2013, 14:11:02, Note,7
01/06/2013, 14:11:02, Note,6
01/06/2013, 14:11:02, Note,5
01/06/2013, 14:11:02, Note,4
01/06/2013, 14:11:02, Note,7
01/06/2013, 14:11:03, Note,6
01/06/2013, 14:11:03, Note,5
01/06/2013, 14:11:03, Note,4
01/06/2013, 14:11:03, Note,3
01/06/2013, 14:11:03, Note,4
01/06/2013, 14:11:03, Note,5
01/06/2013, 14:11:03, Note,6
01/06/2013, 14:11:03, Note,7
01/06/2013, 14:11:03, Note,8
01/06/2013, 14:11:03, Note,4
01/06/2013, 14:11:03, Note,5
01/06/2013, 14:11:03, Note,6
01/06/2013, 14:11:03, Note,7
01/06/2013, 14:11:03, Note,4
01/06/2013, 14:11:03, Note,5
01/06/2013, 14:11:04, Note,8
01/06/2013, 14:11:04, Note,4
01/06/2013, 14:11:04, Note,7
01/06/2013, 14:11:04, Note,6
01/06/2013, 14:11:04, Note,5
01/06/2013, 14:11:04, Note,4
01/06/2013, 14:11:04, Note,7
01/06/2013, 14:11:04, Note,4
01/06/2013, 14:11:04, Note,5
01/06/2013, 14:11:04, Note,6
01/06/2013, 14:11:04, Note,5
01/06/2013, 14:11:04, Note,6
01/06/2013, 14:11:04, Note,7
01/06/2013, 14:11:04, Note,6
01/06/2013, 14:11:04, Note,7
01/06/2013, 14:11:15, Screen Saver
01/06/2013, 14:11:26, Screen Saver
01/06/2013, 14:11:37, Screen Saver
01/06/2013, 14:11:48, Screen Saver
01/06/2013, 14:11:59, Screen Saver
01/06/2013, 14:12:10, Screen Saver
01/06/2013, 14:12:21, Screen Saver
01/06/2013, 14:12:31, Note,8
01/06/2013, 14:12:31, Note,7
01/06/2013, 14:12:31, Note,8
01/06/2013, 14:12:32, Note,8
01/06/2013, 14:12:32, Note,6
01/06/2013, 14:12:32, Note,7
01/06/2013, 14:12:32, Note,7
01/06/2013, 14:12:32, Note,5
01/06/2013, 14:12:33, Note,6
01/06/2013, 14:12:33, Note,4
01/06/2013, 14:12:33, Note,3
01/06/2013, 14:12:34, Note,2
01/06/2013, 14:12:34, Note,4
01/06/2013, 14:12:34, Note,2
01/06/2013, 14:12:35, Note,5
01/06/2013, 14:12:35, Note,4
01/06/2013, 14:12:35, Note,6
01/06/2013, 14:12:35, Note,7
01/06/2013, 14:12:35, Note,6
01/06/2013, 14:12:36, Note,7
01/06/2013, 14:12:36, Note,5
01/06/2013, 14:12:36, Note,7
01/06/2013, 14:12:36, Note,4
01/06/2013, 14:12:36, Note,6
01/06/2013, 14:12:37, Note,5
01/06/2013, 14:12:37, Note,6
01/06/2013, 14:12:37, Note,7
01/06/2013, 14:12:37, Note,7
01/06/2013, 14:12:38, Note,7
01/06/2013, 14:12:49, Screen Saver
01/06/2013, 14:13:00, Screen Saver
01/06/2013, 14:13:11, Screen Saver
01/06/2013, 14:13:22, Screen Saver
01/06/2013, 14:13:31, Note,8
01/06/2013, 14:13:32, Note,7
01/06/2013, 14:13:36, Note,8
01/06/2013, 14:13:37, Note,7
01/06/2013, 14:13:37, Note,6
01/06/2013, 14:13:38, Note,6
01/06/2013, 14:13:38, Note,5
01/06/2013, 14:13:38, Note,4
01/06/2013, 14:13:39, Note,3
01/06/2013, 14:13:40, Note,2
01/06/2013, 14:13:40, Note,1
01/06/2013, 14:13:50, Screen Saver
01/06/2013, 14:14:01, Screen Saver
01/06/2013, 14:14:12, Screen Saver
01/06/2013, 14:14:23, Screen Saver
01/06/2013, 14:14:34, Screen Saver
01/06/2013, 14:14:45, Screen Saver
01/06/2013, 14:14:56, Screen Saver
01/06/2013, 14:15:07, Screen Saver
01/06/2013, 14:15:19, Screen Saver
01/06/2013, 14:15:30, Screen Saver
01/06/2013, 14:15:41, Screen Saver
01/06/2013, 14:15:52, Screen Saver
01/06/2013, 14:16:03, Screen Saver
01/06/2013, 14:16:14, Screen Saver
01/06/2013, 14:16:23, Note,8
01/06/2013, 14:16:23, Note,8
01/06/2013, 14:16:24, Note,5
01/06/2013, 14:16:24, Note,8
01/06/2013, 14:16:25, Note,8
01/06/2013, 14:16:26, Note,7
01/06/2013, 14:16:27, Note,8
01/06/2013, 14:16:27, Note,8
01/06/2013, 14:16:28, Note,5
01/06/2013, 14:16:28, Note,7
01/06/2013, 14:16:28, Note,5
01/06/2013, 14:16:28, Note,6
01/06/2013, 14:16:28, Note,4
01/06/2013, 14:16:29, Note,3
01/06/2013, 14:16:29, Note,8
01/06/2013, 14:16:29, Note,8
01/06/2013, 14:16:29, Switching to noises
01/06/2013, 14:16:29, Note,7
01/06/2013, 14:16:29, Note,6
01/06/2013, 14:16:30, Note,7
01/06/2013, 14:16:30, Note,7
01/06/2013, 14:16:31, Note,1
01/06/2013, 14:16:31, Note,8
01/06/2013, 14:16:31, Note,6
01/06/2013, 14:16:31, Note,2
01/06/2013, 14:16:32, Note,6
01/06/2013, 14:16:32, Note,3
01/06/2013, 14:16:32, Note,3
01/06/2013, 14:16:32, Note,6
01/06/2013, 14:16:32, Note,3
01/06/2013, 14:16:32, Note,7
01/06/2013, 14:16:33, Note,4
01/06/2013, 14:16:33, Note,7
01/06/2013, 14:16:33, Note,3
01/06/2013, 14:16:33, Note,1
01/06/2013, 14:16:33, Note,7
01/06/2013, 14:16:33, Note,2
01/06/2013, 14:16:33, Note,8
01/06/2013, 14:16:33, Note,1
01/06/2013, 14:16:34, Note,1
01/06/2013, 14:16:34, Note,7
01/06/2013, 14:16:34, Note,2
01/06/2013, 14:16:34, Note,3
01/06/2013, 14:16:34, Note,4
01/06/2013, 14:16:34, Note,7
01/06/2013, 14:16:34, Note,3
01/06/2013, 14:16:34, Note,1
01/06/2013, 14:16:34, Note,8
01/06/2013, 14:16:34, Note,2
01/06/2013, 14:16:35, Note,3
01/06/2013, 14:16:35, Note,7
01/06/2013, 14:16:35, Note,6
01/06/2013, 14:16:35, Note,2
01/06/2013, 14:16:35, Note,6
01/06/2013, 14:16:36, Note,1
01/06/2013, 14:16:36, Note,7
01/06/2013, 14:16:36, Note,8
01/06/2013, 14:16:36, Note,2
01/06/2013, 14:16:36, Note,3
01/06/2013, 14:16:36, Note,3
01/06/2013, 14:16:36, Note,7
01/06/2013, 14:16:37, Note,4
01/06/2013, 14:16:37, Note,5
01/06/2013, 14:16:37, Note,3
01/06/2013, 14:16:37, Note,3
01/06/2013, 14:16:38, Note,7
01/06/2013, 14:16:38, Note,6
01/06/2013, 14:16:39, Note,7
01/06/2013, 14:16:39, Note,7
01/06/2013, 14:16:40, Note,6
01/06/2013, 14:16:40, Note,7
01/06/2013, 14:16:40, Note,7
01/06/2013, 14:16:40, Note,5
01/06/2013, 14:16:41, Note,5
01/06/2013, 14:16:41, Note,6
01/06/2013, 14:16:41, Note,6
01/06/2013, 14:16:42, Note,5
01/06/2013, 14:16:42, Note,6
01/06/2013, 14:16:42, Note,6
01/06/2013, 14:16:43, Note,5
01/06/2013, 14:16:44, Note,6
01/06/2013, 14:16:44, Note,5
01/06/2013, 14:16:44, Note,5
01/06/2013, 14:16:44, Note,6
01/06/2013, 14:16:45, Note,7
01/06/2013, 14:16:55, Screen Saver
01/06/2013, 14:17:06, Screen Saver
01/06/2013, 14:17:17, Screen Saver
01/06/2013, 14:17:24, Switching to instrument 0
01/06/2013, 14:17:25, Switching to instrument 1
01/06/2013, 14:17:28, Switching to instrument 2
01/06/2013, 14:17:28, Switching to instrument 3
01/06/2013, 14:17:30, Switching to instrument 4
01/06/2013, 14:17:41, Screen Saver
01/06/2013, 14:17:52, Screen Saver
01/06/2013, 14:18:03, Screen Saver
01/06/2013, 14:18:14, Screen Saver
01/06/2013, 14:18:25, Screen Saver
01/06/2013, 14:18:36, Screen Saver
01/06/2013, 14:18:44, Switching to noises
01/06/2013, 14:18:45, Switching to instrument 0
01/06/2013, 14:18:46, Switching to instrument 1
01/06/2013, 14:18:46, Switching to instrument 2
01/06/2013, 14:18:48, Switching to instrument 3
01/06/2013, 14:18:49, Switching to instrument 4
01/06/2013, 14:18:50, Switching to noises
01/06/2013, 14:18:52, Switching to instrument 0
01/06/2013, 14:18:52, Switching to instrument 1
01/06/2013, 14:18:52, Switching to instrument 2
01/06/2013, 14:18:52, Switching to instrument 3
01/06/2013, 14:18:59, Note,1
01/06/2013, 14:18:59, Note,1
01/06/2013, 14:18:59, Note,1
01/06/2013, 14:19:03, Switching to instrument 4
01/06/2013, 14:19:05, Note,1
01/06/2013, 14:19:15, Screen Saver
01/06/2013, 14:19:26, Screen Saver
01/06/2013, 14:19:37, Screen Saver
01/06/2013, 14:19:45, Note,8
01/06/2013, 14:19:46, Note,8
01/06/2013, 14:19:46, Note,7
01/06/2013, 14:19:46, Note,6
01/06/2013, 14:19:46, Note,5
01/06/2013, 14:19:46, Note,4
01/06/2013, 14:19:46, Note,3
01/06/2013, 14:19:47, Note,2
01/06/2013, 14:19:47, Note,1
01/06/2013, 14:19:47, Switching to noises
01/06/2013, 14:19:48, Note,1
01/06/2013, 14:19:48, Note,2
01/06/2013, 14:19:48, Note,3
01/06/2013, 14:19:49, Note,5
01/06/2013, 14:19:49, Note,6
01/06/2013, 14:19:50, Note,8
01/06/2013, 14:19:50, Note,7
01/06/2013, 14:19:50, Note,6
01/06/2013, 14:19:50, Note,5
01/06/2013, 14:19:51, Note,3
01/06/2013, 14:19:51, Note,2
01/06/2013, 14:19:51, Note,2
01/06/2013, 14:19:51, Note,1
01/06/2013, 14:19:51, Note,1
01/06/2013, 14:19:51, Note,2
01/06/2013, 14:19:52, Note,2
01/06/2013, 14:19:52, Note,3
01/06/2013, 14:19:52, Note,4
01/06/2013, 14:19:52, Note,5
01/06/2013, 14:19:52, Note,6
01/06/2013, 14:19:52, Note,7
01/06/2013, 14:19:53, Note,8
01/06/2013, 14:19:53, Note,7
01/06/2013, 14:19:53, Note,6
01/06/2013, 14:19:53, Note,5
01/06/2013, 14:19:53, Note,5
01/06/2013, 14:19:54, Note,6
01/06/2013, 14:19:54, Note,5
01/06/2013, 14:19:54, Note,5
01/06/2013, 14:19:54, Note,7
01/06/2013, 14:19:54, Note,8
01/06/2013, 14:19:54, Note,5
01/06/2013, 14:19:54, Note,5
01/06/2013, 14:19:55, Note,6
01/06/2013, 14:20:05, Screen Saver
01/06/2013, 14:20:16, Screen Saver
01/06/2013, 14:20:27, Screen Saver
01/06/2013, 14:20:38, Screen Saver
01/06/2013, 14:20:49, Screen Saver
01/06/2013, 14:21:00, Screen Saver
01/06/2013, 14:21:11, Screen Saver
01/06/2013, 14:21:22, Screen Saver
01/06/2013, 14:21:34, Screen Saver
01/06/2013, 14:21:45, Screen Saver
01/06/2013, 14:21:56, Screen Saver
01/06/2013, 14:22:07, Screen Saver
01/06/2013, 14:22:18, Screen Saver
01/06/2013, 14:22:29, Screen Saver
01/06/2013, 14:22:40, Screen Saver
01/06/2013, 14:22:51, Screen Saver
01/06/2013, 14:23:02, Screen Saver
01/06/2013, 14:23:13, Screen Saver
01/06/2013, 14:23:24, Screen Saver
01/06/2013, 14:23:35, Screen Saver
01/06/2013, 14:23:37, Note,2
01/06/2013, 14:23:38, Note,1
01/06/2013, 14:23:39, Note,2
01/06/2013, 14:23:39, Note,2
01/06/2013, 14:23:39, Note,3
01/06/2013, 14:23:40, Note,2
01/06/2013, 14:23:40, Note,2
01/06/2013, 14:23:41, Note,4
01/06/2013, 14:23:41, Note,3
01/06/2013, 14:23:41, Note,3
01/06/2013, 14:23:41, Note,5
01/06/2013, 14:23:41, Note,5
01/06/2013, 14:23:42, Note,4
01/06/2013, 14:23:42, Note,5
01/06/2013, 14:23:42, Note,5
01/06/2013, 14:23:42, Note,5
01/06/2013, 14:23:42, Note,6
01/06/2013, 14:23:42, Note,7
01/06/2013, 14:23:42, Note,5
01/06/2013, 14:23:43, Note,6
01/06/2013, 14:23:43, Note,8
01/06/2013, 14:23:46, Note,7
01/06/2013, 14:23:47, Note,6
01/06/2013, 14:23:47, Note,5
01/06/2013, 14:23:47, Note,4
01/06/2013, 14:23:48, Note,3
01/06/2013, 14:23:49, Note,1
01/06/2013, 14:23:49, Note,2
01/06/2013, 14:23:49, Note,2
01/06/2013, 14:23:49, Note,1
01/06/2013, 14:23:51, Note,1
01/06/2013, 14:24:02, Screen Saver
01/06/2013, 14:24:13, Screen Saver
01/06/2013, 14:24:24, Screen Saver
01/06/2013, 14:24:35, Screen Saver
01/06/2013, 14:24:46, Screen Saver
01/06/2013, 14:24:57, Screen Saver
01/06/2013, 14:25:08, Screen Saver
01/06/2013, 14:25:19, Screen Saver
01/06/2013, 14:25:30, Screen Saver
01/06/2013, 14:25:41, Screen Saver
01/06/2013, 14:25:52, Screen Saver
01/06/2013, 14:26:03, Screen Saver
01/06/2013, 14:26:14, Screen Saver
01/06/2013, 14:26:25, Screen Saver
01/06/2013, 14:26:36, Screen Saver
01/06/2013, 14:26:42, Switching to instrument 0
01/06/2013, 14:26:43, Note,1
01/06/2013, 14:26:45, Note,2
01/06/2013, 14:26:47, Note,2
01/06/2013, 14:26:49, Note,2
01/06/2013, 14:26:49, Note,3
01/06/2013, 14:26:50, Note,1
01/06/2013, 14:26:50, Note,3
01/06/2013, 14:26:50, Note,4
01/06/2013, 14:26:51, Note,4
01/06/2013, 14:26:51, Note,4
01/06/2013, 14:26:51, Note,5
01/06/2013, 14:26:51, Note,4
01/06/2013, 14:26:51, Note,4
01/06/2013, 14:26:51, Note,4
01/06/2013, 14:26:51, Note,5
01/06/2013, 14:26:51, Switching to instrument 1
01/06/2013, 14:26:51, Note,5
01/06/2013, 14:26:52, Note,5
01/06/2013, 14:26:53, Note,7
01/06/2013, 14:26:54, Note,8
01/06/2013, 14:26:54, Note,8
01/06/2013, 14:26:54, Note,8
01/06/2013, 14:26:56, Note,2
01/06/2013, 14:26:56, Note,2
01/06/2013, 14:26:56, Note,1
01/06/2013, 14:26:56, Switching to instrument 2
01/06/2013, 14:26:56, Note,2
01/06/2013, 14:26:56, Switching to instrument 3
01/06/2013, 14:26:56, Note,2
01/06/2013, 14:26:56, Switching to instrument 4
01/06/2013, 14:26:56, Switching to noises
01/06/2013, 14:26:56, Switching to instrument 0
01/06/2013, 14:26:59, Switching to instrument 1
01/06/2013, 14:27:00, Switching to instrument 2
01/06/2013, 14:27:02, Note,1
01/06/2013, 14:27:02, Note,1
01/06/2013, 14:27:02, Note,1
01/06/2013, 14:27:03, Note,2
01/06/2013, 14:27:03, Note,2
01/06/2013, 14:27:03, Note,2
01/06/2013, 14:27:03, Note,2
01/06/2013, 14:27:04, Note,3
01/06/2013, 14:27:04, Note,3
01/06/2013, 14:27:04, Note,3
01/06/2013, 14:27:04, Note,3
01/06/2013, 14:27:05, Note,4
01/06/2013, 14:27:05, Note,3
01/06/2013, 14:27:06, Note,5
01/06/2013, 14:27:06, Note,5
01/06/2013, 14:27:06, Note,5
01/06/2013, 14:27:07, Note,5
01/06/2013, 14:27:07, Note,4
01/06/2013, 14:27:07, Note,6
01/06/2013, 14:27:08, Note,7
01/06/2013, 14:27:09, Note,5
01/06/2013, 14:27:09, Note,5
01/06/2013, 14:27:09, Note,5
01/06/2013, 14:27:09, Note,6
01/06/2013, 14:27:09, Note,5
01/06/2013, 14:27:09, Note,8
01/06/2013, 14:27:09, Note,5
01/06/2013, 14:27:09, Note,5
01/06/2013, 14:27:10, Note,5
01/06/2013, 14:27:10, Note,5
01/06/2013, 14:27:10, Note,5
01/06/2013, 14:27:10, Note,5
01/06/2013, 14:27:11, Note,5
01/06/2013, 14:27:11, Note,5
01/06/2013, 14:27:11, Note,5
01/06/2013, 14:27:11, Note,5
01/06/2013, 14:27:11, Note,5
01/06/2013, 14:27:11, Note,5
01/06/2013, 14:27:11, Note,8
01/06/2013, 14:27:11, Note,5
01/06/2013, 14:27:11, Note,8
01/06/2013, 14:27:11, Note,5
01/06/2013, 14:27:11, Note,8
01/06/2013, 14:27:11, Note,5
01/06/2013, 14:27:11, Note,8
01/06/2013, 14:27:12, Note,8
01/06/2013, 14:27:12, Note,5
01/06/2013, 14:27:12, Note,5
01/06/2013, 14:27:12, Note,8
01/06/2013, 14:27:12, Note,5
01/06/2013, 14:27:12, Note,8
01/06/2013, 14:27:13, Note,5
01/06/2013, 14:27:13, Note,5
01/06/2013, 14:27:13, Note,5
01/06/2013, 14:27:13, Note,5
01/06/2013, 14:27:13, Note,5
01/06/2013, 14:27:13, Note,5
01/06/2013, 14:27:14, Note,5
01/06/2013, 14:27:14, Note,5
01/06/2013, 14:27:14, Note,5
01/06/2013, 14:27:14, Note,5
01/06/2013, 14:27:16, Note,2
01/06/2013, 14:27:16, Note,1
01/06/2013, 14:27:16, Switching to instrument 3
01/06/2013, 14:27:17, Note,1
01/06/2013, 14:27:18, Note,1
01/06/2013, 14:27:18, Note,2
01/06/2013, 14:27:19, Note,2
01/06/2013, 14:27:19, Note,2
01/06/2013, 14:27:20, Note,3
01/06/2013, 14:27:20, Note,4
01/06/2013, 14:27:21, Note,5
01/06/2013, 14:27:22, Note,5
01/06/2013, 14:27:22, Note,5
01/06/2013, 14:27:22, Note,5
01/06/2013, 14:27:23, Note,6
01/06/2013, 14:27:23, Note,1
01/06/2013, 14:27:23, Note,1
01/06/2013, 14:27:24, Note,1
01/06/2013, 14:27:24, Note,5
01/06/2013, 14:27:24, Note,5
01/06/2013, 14:27:25, Note,5
01/06/2013, 14:27:25, Note,7
01/06/2013, 14:27:26, Note,7
01/06/2013, 14:27:26, Note,5
01/06/2013, 14:27:26, Note,5
01/06/2013, 14:27:26, Note,6
01/06/2013, 14:27:26, Note,5
01/06/2013, 14:27:26, Note,5
01/06/2013, 14:27:27, Note,5
01/06/2013, 14:27:27, Note,5
01/06/2013, 14:27:27, Note,5
01/06/2013, 14:27:27, Note,5
01/06/2013, 14:27:27, Note,5
01/06/2013, 14:27:27, Note,5
01/06/2013, 14:27:28, Note,8
01/06/2013, 14:27:29, Note,8
01/06/2013, 14:27:32, Switching to instrument 4
01/06/2013, 14:27:33, Note,1
01/06/2013, 14:27:33, Note,1
01/06/2013, 14:27:34, Note,2
01/06/2013, 14:27:35, Note,1
01/06/2013, 14:27:46, Screen Saver
01/06/2013, 14:27:57, Screen Saver
01/06/2013, 14:28:08, Screen Saver
01/06/2013, 14:28:19, Screen Saver
01/06/2013, 14:28:30, Screen Saver
01/06/2013, 14:28:41, Screen Saver
01/06/2013, 14:28:52, Screen Saver
01/06/2013, 14:29:03, Screen Saver
01/06/2013, 14:29:14, Screen Saver
01/06/2013, 14:29:25, Screen Saver
01/06/2013, 14:29:36, Screen Saver
01/06/2013, 14:29:47, Screen Saver
01/06/2013, 14:29:58, Screen Saver
01/06/2013, 14:30:09, Screen Saver
01/06/2013, 14:30:20, Screen Saver
01/06/2013, 14:30:31, Screen Saver
01/06/2013, 14:30:42, Screen Saver
01/06/2013, 14:30:53, Screen Saver
01/06/2013, 14:31:04, Screen Saver
01/06/2013, 14:31:15, Screen Saver
01/06/2013, 14:31:26, Screen Saver
01/06/2013, 14:31:37, Screen Saver
01/06/2013, 14:31:48, Screen Saver
01/06/2013, 14:31:59, Screen Saver
01/06/2013, 14:32:10, Screen Saver
01/06/2013, 14:32:21, Screen Saver
01/06/2013, 14:32:32, Screen Saver
01/06/2013, 14:32:36, Note,7
01/06/2013, 14:32:36, Note,6
01/06/2013, 14:32:37, Note,5
01/06/2013, 14:32:37, Note,4
01/06/2013, 14:32:37, Note,3
01/06/2013, 14:32:37, Note,2
01/06/2013, 14:32:38, Note,1
01/06/2013, 14:32:38, Switching to noises
01/06/2013, 14:32:39, Note,1
01/06/2013, 14:32:39, Note,2
01/06/2013, 14:32:39, Note,2
01/06/2013, 14:32:39, Note,3
01/06/2013, 14:32:40, Note,4
01/06/2013, 14:32:40, Note,6
01/06/2013, 14:32:40, Note,7
01/06/2013, 14:32:40, Note,8
01/06/2013, 14:32:40, Note,8
01/06/2013, 14:32:40, Note,7
01/06/2013, 14:32:40, Note,4
01/06/2013, 14:32:40, Note,4
01/06/2013, 14:32:41, Note,6
01/06/2013, 14:32:41, Note,5
01/06/2013, 14:32:41, Note,4
01/06/2013, 14:32:41, Note,2
01/06/2013, 14:32:41, Note,1
01/06/2013, 14:32:41, Note,2
01/06/2013, 14:32:41, Note,3
01/06/2013, 14:32:42, Note,6
01/06/2013, 14:32:42, Note,5
01/06/2013, 14:32:42, Note,5
01/06/2013, 14:32:42, Note,6
01/06/2013, 14:32:42, Note,7
01/06/2013, 14:32:42, Note,8
01/06/2013, 14:32:42, Note,8
01/06/2013, 14:32:42, Note,7
01/06/2013, 14:32:42, Note,6
01/06/2013, 14:32:42, Note,5
01/06/2013, 14:32:42, Note,4
01/06/2013, 14:32:42, Note,2
01/06/2013, 14:32:42, Note,3
01/06/2013, 14:32:43, Note,2
01/06/2013, 14:32:43, Note,1
01/06/2013, 14:32:43, Note,1
01/06/2013, 14:32:43, Note,3
01/06/2013, 14:32:44, Note,6
01/06/2013, 14:32:44, Note,7
01/06/2013, 14:32:44, Note,8
01/06/2013, 14:32:44, Note,7
01/06/2013, 14:32:45, Note,6
01/06/2013, 14:32:45, Note,5
01/06/2013, 14:32:45, Note,4
01/06/2013, 14:32:45, Note,3
01/06/2013, 14:32:45, Note,2
01/06/2013, 14:32:45, Note,1
01/06/2013, 14:32:45, Note,1
01/06/2013, 14:32:45, Note,2
01/06/2013, 14:32:46, Note,3
01/06/2013, 14:32:46, Note,4
01/06/2013, 14:32:46, Note,5
01/06/2013, 14:32:46, Note,6
01/06/2013, 14:32:46, Note,7
01/06/2013, 14:32:46, Note,8
01/06/2013, 14:32:46, Note,7
01/06/2013, 14:32:46, Note,5
01/06/2013, 14:32:46, Note,1
01/06/2013, 14:32:47, Note,8
01/06/2013, 14:32:47, Note,7
01/06/2013, 14:32:47, Note,6
01/06/2013, 14:32:47, Note,2
01/06/2013, 14:32:47, Note,5
01/06/2013, 14:32:47, Note,4
01/06/2013, 14:32:47, Note,1
01/06/2013, 14:32:47, Note,3
01/06/2013, 14:32:47, Note,2
01/06/2013, 14:32:47, Note,1
01/06/2013, 14:32:47, Note,1
01/06/2013, 14:32:48, Note,3
01/06/2013, 14:32:48, Switching to instrument 0
01/06/2013, 14:32:48, Note,4
01/06/2013, 14:32:48, Note,5
01/06/2013, 14:32:48, Note,3
01/06/2013, 14:32:48, Note,5
01/06/2013, 14:32:48, Note,3
01/06/2013, 14:32:48, Note,6
01/06/2013, 14:32:48, Note,4
01/06/2013, 14:32:48, Note,1
01/06/2013, 14:32:48, Note,2
01/06/2013, 14:32:48, Note,5
01/06/2013, 14:32:48, Note,3
01/06/2013, 14:32:48, Note,1
01/06/2013, 14:32:48, Note,6
01/06/2013, 14:32:48, Note,7
01/06/2013, 14:32:48, Note,1
01/06/2013, 14:32:48, Note,8
01/06/2013, 14:32:48, Note,4
01/06/2013, 14:32:48, Note,6
01/06/2013, 14:32:48, Note,8
01/06/2013, 14:32:48, Note,1
01/06/2013, 14:32:49, Note,5
01/06/2013, 14:32:49, Note,8
01/06/2013, 14:32:49, Note,2
01/06/2013, 14:32:49, Note,6
01/06/2013, 14:32:49, Note,7
01/06/2013, 14:32:49, Note,2
01/06/2013, 14:32:49, Note,5
01/06/2013, 14:32:49, Note,5
01/06/2013, 14:32:49, Note,7
01/06/2013, 14:32:49, Note,6
01/06/2013, 14:32:49, Note,1
01/06/2013, 14:32:49, Note,5
01/06/2013, 14:32:50, Note,7
01/06/2013, 14:32:50, Note,1
01/06/2013, 14:32:50, Note,6
01/06/2013, 14:32:50, Note,2
01/06/2013, 14:32:50, Note,4
01/06/2013, 14:32:50, Note,2
01/06/2013, 14:32:50, Note,3
01/06/2013, 14:32:50, Note,1
01/06/2013, 14:32:50, Note,4
01/06/2013, 14:32:50, Note,3
01/06/2013, 14:32:50, Note,2
01/06/2013, 14:32:51, Switching to instrument 1
01/06/2013, 14:32:51, Note,1
01/06/2013, 14:32:51, Note,1
01/06/2013, 14:32:51, Note,2
01/06/2013, 14:32:52, Note,2
01/06/2013, 14:32:52, Note,1
01/06/2013, 14:32:52, Note,1
01/06/2013, 14:32:52, Note,2
01/06/2013, 14:32:52, Note,3
01/06/2013, 14:32:52, Note,2
01/06/2013, 14:32:53, Note,1
01/06/2013, 14:33:04, Screen Saver
01/06/2013, 14:33:15, Screen Saver
01/06/2013, 14:33:26, Screen Saver
01/06/2013, 14:33:37, Screen Saver
01/06/2013, 14:33:48, Screen Saver
01/06/2013, 14:33:59, Screen Saver
01/06/2013, 14:34:10, Screen Saver
01/06/2013, 14:34:21, Screen Saver
01/06/2013, 14:34:32, Screen Saver
01/06/2013, 14:34:34, Note,1
01/06/2013, 14:34:34, Note,2
01/06/2013, 14:34:34, Note,3
01/06/2013, 14:34:34, Note,4
01/06/2013, 14:34:34, Note,4
01/06/2013, 14:34:34, Note,5
01/06/2013, 14:34:34, Note,2
01/06/2013, 14:34:34, Note,5
