³Úgured
00/00/0000, 00:00:00, Master Init Complete
10/12/2012, 16:57:37, Note,8
10/12/2012, 16:57:38, Note,8
10/12/2012, 16:57:38, Note,8
10/12/2012, 16:57:40, Note,7
10/12/2012, 16:57:41, Note,7
10/12/2012, 16:57:41, Note,6
10/12/2012, 16:57:42, Note,6
10/12/2012, 16:57:42, Note,8
10/12/2012, 16:57:42, Note,6
10/12/2012, 16:57:43, Note,8
10/12/2012, 16:57:44, Note,8
10/12/2012, 16:57:44, Note,5
10/12/2012, 16:57:44, Note,4
10/12/2012, 16:57:45, Note,5
10/12/2012, 16:57:45, Note,8
10/12/2012, 16:57:45, Note,7
10/12/2012, 16:57:45, Note,6
10/12/2012, 16:57:45, Note,7
10/12/2012, 16:57:46, Note,8
10/12/2012, 16:57:46, Note,8
10/12/2012, 16:57:46, Note,6
10/12/2012, 16:57:46, Note,6
10/12/2012, 16:57:46, Note,7
10/12/2012, 16:57:47, Note,8
10/12/2012, 16:57:47, Note,6
10/12/2012, 16:57:47, Note,7
10/12/2012, 16:57:48, Note,8
10/12/2012, 16:57:48, Note,7
10/12/2012, 16:57:49, Note,8
10/12/2012, 16:57:49, Note,6
10/12/2012, 16:57:49, Note,7
10/12/2012, 16:57:49, Note,8
10/12/2012, 16:57:50, Note,6
10/12/2012, 16:57:50, Note,4
10/12/2012, 16:57:50, Note,4
10/12/2012, 16:57:50, Note,6
10/12/2012, 16:57:52, Note,1
10/12/2012, 16:57:54, Note,1
10/12/2012, 16:57:55, Note,1
10/12/2012, 16:57:55, Note,4
10/12/2012, 16:57:55, Note,6
10/12/2012, 16:57:56, Note,6
10/12/2012, 17:54:26, Note,5
10/12/2012, 17:54:27, Note,2
10/12/2012, 17:54:27, Note,3
10/12/2012, 17:54:27, Note,4
10/12/2012, 17:54:27, Note,3
10/12/2012, 17:54:27, Note,2
10/12/2012, 17:54:27, Note,5
10/12/2012, 17:54:27, Note,1
10/12/2012, 17:54:27, Note,6
10/12/2012, 17:54:28, Note,3
10/12/2012, 17:54:28, Note,6
10/12/2012, 17:54:28, Note,3
10/12/2012, 17:54:28, Note,6
10/12/2012, 17:54:28, Note,5
10/12/2012, 17:54:28, Note,3
10/12/2012, 17:54:28, Note,4
10/12/2012, 17:54:28, Note,2
10/12/2012, 17:54:29, Note,4
10/12/2012, 17:54:29, Note,1
10/12/2012, 17:54:29, Note,5
10/12/2012, 17:54:29, Note,2
10/12/2012, 17:54:29, Note,6
10/12/2012, 17:54:29, Note,3
10/12/2012, 17:54:29, Note,7
10/12/2012, 17:54:29, Note,4
10/12/2012, 17:54:29, Note,5
10/12/2012, 17:54:29, Note,7
10/12/2012, 17:54:29, Note,4
10/12/2012, 17:54:29, Note,6
10/12/2012, 17:54:29, Note,5
10/12/2012, 17:54:29, Note,3
10/12/2012, 17:54:29, Note,2
10/12/2012, 17:54:29, Note,5
10/12/2012, 17:54:30, Note,2
10/12/2012, 17:54:30, Note,3
10/12/2012, 17:54:30, Note,4
10/12/2012, 17:54:30, Note,1
10/12/2012, 17:54:30, Note,3
10/12/2012, 17:54:30, Note,4
10/12/2012, 17:54:30, Note,4
10/12/2012, 17:54:30, Note,7
10/12/2012, 17:54:31, Note,3
10/12/2012, 17:54:31, Note,6
10/12/2012, 17:54:31, Note,5
10/12/2012, 17:54:31, Note,3
10/12/2012, 17:54:31, Note,2
10/12/2012, 17:54:31, Note,5
10/12/2012, 17:54:31, Note,3
10/12/2012, 17:54:31, Note,5
10/12/2012, 17:54:31, Note,3
10/12/2012, 17:54:31, Note,4
10/12/2012, 17:54:31, Note,6
10/12/2012, 17:54:42, Screen Saver
10/12/2012, 17:54:53, Screen Saver
10/12/2012, 17:55:04, Screen Saver
10/12/2012, 17:55:04, Note,1
10/12/2012, 17:55:05, Note,2
10/12/2012, 17:55:06, Note,4
10/12/2012, 17:55:06, Note,3
10/12/2012, 17:55:07, Note,6
10/12/2012, 17:55:08, Note,7
10/12/2012, 17:55:08, Note,7
10/12/2012, 17:55:12, Note,5
10/12/2012, 17:55:12, Note,2
10/12/2012, 17:55:22, Screen Saver
10/12/2012, 17:55:33, Screen Saver
10/12/2012, 17:55:36, Note,1
10/12/2012, 17:55:37, Note,2
10/12/2012, 17:55:38, Note,2
10/12/2012, 17:55:38, Note,3
10/12/2012, 17:55:39, Note,7
10/12/2012, 17:55:39, Note,8
10/12/2012, 17:55:39, Note,7
10/12/2012, 17:55:40, Note,8
10/12/2012, 17:55:50, Screen Saver
10/12/2012, 17:56:01, Screen Saver
10/12/2012, 17:56:06, Note,1
10/12/2012, 17:56:06, Note,2
10/12/2012, 17:56:06, Note,2
10/12/2012, 17:56:07, Note,2
10/12/2012, 17:56:07, Note,1
10/12/2012, 17:56:07, Note,3
10/12/2012, 17:56:07, Note,2
10/12/2012, 17:56:07, Note,4
10/12/2012, 17:56:08, Note,5
10/12/2012, 17:56:08, Note,5
10/12/2012, 17:56:08, Note,6
10/12/2012, 17:56:08, Note,7
10/12/2012, 17:56:09, Note,8
10/12/2012, 17:56:10, Note,6
10/12/2012, 17:56:10, Note,5
10/12/2012, 17:56:11, Note,4
10/12/2012, 17:56:11, Note,3
10/12/2012, 17:56:11, Note,2
10/12/2012, 17:56:13, Note,2
10/12/2012, 17:56:13, Note,2
10/12/2012, 17:56:13, Note,1
10/12/2012, 17:56:14, Note,3
10/12/2012, 17:56:14, Note,2
10/12/2012, 17:56:15, Note,5
10/12/2012, 17:56:15, Note,4
10/12/2012, 17:56:15, Note,5
10/12/2012, 17:56:16, Note,8
10/12/2012, 17:56:17, Note,8
10/12/2012, 17:56:17, Note,6
10/12/2012, 17:56:17, Note,6
10/12/2012, 17:56:18, Note,7
10/12/2012, 17:56:18, Note,6
10/12/2012, 17:56:18, Note,7
10/12/2012, 17:56:19, Note,6
10/12/2012, 17:56:19, Note,7
10/12/2012, 17:56:19, Note,8
10/12/2012, 17:56:30, Screen Saver
10/12/2012, 17:56:41, Screen Saver
10/12/2012, 17:56:51, Note,1
10/12/2012, 17:56:51, Note,1
10/12/2012, 17:56:51, Note,2
10/12/2012, 17:56:52, Note,3
10/12/2012, 17:56:53, Note,5
10/12/2012, 17:56:53, Note,5
10/12/2012, 17:56:53, Note,6
10/12/2012, 17:56:53, Note,5
10/12/2012, 17:56:54, Note,7
10/12/2012, 17:56:54, Note,2
10/12/2012, 17:56:54, Note,2
10/12/2012, 17:56:54, Note,7
10/12/2012, 17:56:54, Note,8
10/12/2012, 17:56:54, Note,7
10/12/2012, 17:56:55, Note,7
10/12/2012, 17:56:55, Note,6
10/12/2012, 17:56:55, Note,5
10/12/2012, 17:56:56, Note,4
10/12/2012, 17:56:56, Note,3
10/12/2012, 17:56:56, Note,3
10/12/2012, 17:56:56, Note,1
10/12/2012, 17:56:56, Note,2
10/12/2012, 17:56:57, Note,2
10/12/2012, 17:56:57, Note,3
10/12/2012, 17:56:57, Note,4
10/12/2012, 17:56:57, Note,4
10/12/2012, 17:56:57, Note,1
10/12/2012, 17:56:58, Note,5
10/12/2012, 17:56:58, Note,5
10/12/2012, 17:56:58, Note,1
10/12/2012, 17:56:58, Note,3
10/12/2012, 17:56:58, Note,2
10/12/2012, 17:56:58, Note,4
10/12/2012, 17:56:58, Note,6
10/12/2012, 17:56:58, Note,2
10/12/2012, 17:56:58, Note,5
10/12/2012, 17:56:58, Note,1
10/12/2012, 17:56:58, Note,6
10/12/2012, 17:56:58, Note,7
10/12/2012, 17:56:59, Note,8
10/12/2012, 17:56:59, Note,6
10/12/2012, 17:56:59, Note,2
10/12/2012, 17:56:59, Note,8
10/12/2012, 17:56:59, Note,8
10/12/2012, 17:56:59, Note,7
10/12/2012, 17:56:59, Note,8
10/12/2012, 17:56:59, Note,6
10/12/2012, 17:56:59, Note,2
10/12/2012, 17:56:59, Note,6
10/12/2012, 17:56:59, Note,7
10/12/2012, 17:56:59, Note,5
10/12/2012, 17:56:59, Note,1
10/12/2012, 17:56:59, Note,6
10/12/2012, 17:57:00, Note,3
10/12/2012, 17:57:00, Note,4
10/12/2012, 17:57:00, Note,1
10/12/2012, 17:57:00, Note,3
10/12/2012, 17:57:00, Note,1
10/12/2012, 17:57:00, Note,6
10/12/2012, 17:57:00, Note,4
10/12/2012, 17:57:00, Note,6
10/12/2012, 17:57:00, Note,3
10/12/2012, 17:57:00, Note,6
10/12/2012, 17:57:01, Note,4
10/12/2012, 17:57:01, Note,6
10/12/2012, 17:57:01, Note,6
10/12/2012, 17:57:01, Note,4
10/12/2012, 17:57:01, Note,6
10/12/2012, 17:57:01, Note,4
10/12/2012, 17:57:01, Note,2
10/12/2012, 17:57:01, Note,6
10/12/2012, 17:57:01, Note,3
10/12/2012, 17:57:01, Note,6
10/12/2012, 17:57:01, Note,2
10/12/2012, 17:57:01, Note,3
10/12/2012, 17:57:01, Note,2
10/12/2012, 17:57:01, Note,4
10/12/2012, 17:57:01, Note,2
10/12/2012, 17:57:01, Note,3
10/12/2012, 17:57:02, Note,3
10/12/2012, 17:57:02, Note,4
10/12/2012, 17:57:02, Note,3
10/12/2012, 17:57:02, Note,3
10/12/2012, 17:57:02, Note,4
10/12/2012, 17:57:02, Note,6
10/12/2012, 17:57:02, Note,3
10/12/2012, 17:57:02, Note,3
10/12/2012, 17:57:02, Note,5
10/12/2012, 17:57:02, Note,4
10/12/2012, 17:57:02, Note,2
10/12/2012, 17:57:03, Note,7
10/12/2012, 17:57:03, Note,7
10/12/2012, 17:57:03, Note,5
10/12/2012, 17:57:03, Note,5
10/12/2012, 17:57:03, Note,7
10/12/2012, 17:57:04, Note,7
10/12/2012, 17:57:05, Note,6
10/12/2012, 17:57:05, Note,5
10/12/2012, 17:57:05, Note,1
10/12/2012, 17:57:05, Note,1
10/12/2012, 17:57:06, Note,6
10/12/2012, 17:57:06, Note,5
10/12/2012, 17:57:06, Note,6
10/12/2012, 17:57:06, Note,2
10/12/2012, 17:57:06, Note,6
10/12/2012, 17:57:06, Note,6
10/12/2012, 17:57:06, Note,6
10/12/2012, 17:57:07, Note,6
10/12/2012, 17:57:07, Note,2
10/12/2012, 17:57:07, Note,5
10/12/2012, 17:57:07, Note,2
10/12/2012, 17:57:07, Note,6
10/12/2012, 17:57:07, Note,5
10/12/2012, 17:57:08, Note,6
10/12/2012, 17:57:08, Note,3
10/12/2012, 17:57:08, Note,6
10/12/2012, 17:57:08, Note,5
10/12/2012, 17:57:08, Note,6
10/12/2012, 17:57:08, Note,2
10/12/2012, 17:57:08, Note,4
10/12/2012, 17:57:08, Note,2
10/12/2012, 17:57:08, Note,5
10/12/2012, 17:57:08, Note,3
10/12/2012, 17:57:09, Note,4
10/12/2012, 17:57:09, Note,6
10/12/2012, 17:57:13, Note,4
10/12/2012, 17:57:13, Note,1
10/12/2012, 17:57:14, Note,3
10/12/2012, 17:57:14, Note,2
10/12/2012, 17:57:14, Note,2
10/12/2012, 17:57:14, Note,2
10/12/2012, 17:57:14, Note,3
10/12/2012, 17:57:18, Note,3
10/12/2012, 17:57:19, Note,4
10/12/2012, 17:57:19, Note,3
10/12/2012, 17:57:19, Note,2
10/12/2012, 17:57:20, Note,2
10/12/2012, 17:57:20, Note,3
10/12/2012, 17:57:20, Note,4
10/12/2012, 17:57:20, Note,5
10/12/2012, 17:57:20, Note,5
10/12/2012, 17:57:29, Note,4
10/12/2012, 17:57:30, Note,3
10/12/2012, 17:57:31, Note,3
10/12/2012, 17:57:31, Note,2
10/12/2012, 17:57:32, Note,2
10/12/2012, 17:57:33, Note,2
10/12/2012, 17:57:33, Note,8
10/12/2012, 17:57:33, Note,8
10/12/2012, 17:57:33, Note,7
10/12/2012, 17:57:33, Note,6
10/12/2012, 17:57:33, Note,7
10/12/2012, 17:57:34, Note,7
10/12/2012, 17:57:34, Note,2
10/12/2012, 17:57:34, Note,7
10/12/2012, 17:57:34, Note,7
10/12/2012, 17:57:34, Note,7
10/12/2012, 17:57:34, Note,3
10/12/2012, 17:57:34, Note,6
10/12/2012, 17:57:35, Note,7
10/12/2012, 17:57:35, Note,5
10/12/2012, 17:57:35, Note,7
10/12/2012, 17:57:35, Note,3
10/12/2012, 17:57:35, Note,7
10/12/2012, 17:57:35, Note,5
10/12/2012, 17:57:35, Note,7
10/12/2012, 17:57:36, Note,7
10/12/2012, 17:57:36, Note,5
10/12/2012, 17:57:36, Note,7
10/12/2012, 17:57:36, Note,8
10/12/2012, 17:57:36, Note,6
10/12/2012, 17:57:36, Note,7
10/12/2012, 17:57:47, Screen Saver
10/12/2012, 17:57:57, Note,3
10/12/2012, 17:57:57, Note,3
10/12/2012, 17:57:57, Note,3
10/12/2012, 17:57:58, Note,2
10/12/2012, 17:57:58, Note,1
10/12/2012, 17:57:58, Note,3
10/12/2012, 17:57:58, Note,3
10/12/2012, 17:57:59, Note,2
10/12/2012, 17:57:59, Note,3
10/12/2012, 17:58:00, Note,5
10/12/2012, 17:58:00, Note,7
10/12/2012, 17:58:00, Note,7
10/12/2012, 17:58:00, Note,8
10/12/2012, 17:58:03, Note,1
10/12/2012, 17:58:04, Note,1
10/12/2012, 17:58:04, Note,1
10/12/2012, 17:58:05, Note,2
10/12/2012, 17:58:05, Note,1
10/12/2012, 17:58:05, Note,8
10/12/2012, 17:58:06, Note,7
10/12/2012, 17:58:06, Note,6
10/12/2012, 17:58:06, Note,5
10/12/2012, 17:58:07, Note,5
10/12/2012, 17:58:07, Note,4
10/12/2012, 17:58:07, Note,1
10/12/2012, 17:58:07, Note,4
10/12/2012, 17:58:07, Note,3
10/12/2012, 17:58:07, Note,1
10/12/2012, 17:58:08, Note,2
10/12/2012, 17:58:08, Note,1
10/12/2012, 17:58:08, Note,2
10/12/2012, 17:58:09, Note,1
10/12/2012, 17:58:10, Note,1
10/12/2012, 17:58:11, Note,2
10/12/2012, 17:58:11, Note,3
10/12/2012, 17:58:12, Note,4
10/12/2012, 17:58:12, Note,5
10/12/2012, 17:58:13, Note,7
10/12/2012, 17:58:13, Note,7
10/12/2012, 17:58:13, Note,8
10/12/2012, 17:58:14, Note,7
10/12/2012, 17:58:14, Note,6
10/12/2012, 17:58:17, Note,8
10/12/2012, 17:58:17, Note,4
10/12/2012, 17:58:18, Note,3
10/12/2012, 17:58:18, Note,5
10/12/2012, 17:58:18, Note,4
10/12/2012, 17:58:19, Note,4
10/12/2012, 17:58:19, Note,3
10/12/2012, 17:58:19, Note,5
10/12/2012, 17:58:19, Note,4
10/12/2012, 17:58:19, Note,2
10/12/2012, 17:58:20, Note,4
10/12/2012, 17:58:20, Note,3
10/12/2012, 17:58:20, Note,1
10/12/2012, 17:58:20, Note,3
10/12/2012, 17:58:21, Note,2
10/12/2012, 17:58:21, Note,2
10/12/2012, 17:58:21, Note,3
10/12/2012, 17:58:22, Note,6
10/12/2012, 17:58:22, Note,4
10/12/2012, 17:58:23, Note,4
10/12/2012, 17:58:24, Note,3
10/12/2012, 17:58:25, Note,3
10/12/2012, 17:58:26, Note,5
10/12/2012, 17:58:26, Note,4
10/12/2012, 17:58:26, Note,5
10/12/2012, 17:58:27, Note,2
10/12/2012, 17:58:27, Note,3
10/12/2012, 17:58:28, Note,2
10/12/2012, 17:58:31, Note,2
10/12/2012, 17:58:31, Note,5
10/12/2012, 17:58:32, Note,5
10/12/2012, 17:58:32, Note,6
10/12/2012, 17:58:32, Note,3
10/12/2012, 17:58:33, Note,8
10/12/2012, 17:58:33, Note,4
10/12/2012, 17:58:33, Note,5
10/12/2012, 17:58:33, Note,7
10/12/2012, 17:58:34, Note,6
10/12/2012, 17:58:34, Note,6
10/12/2012, 17:58:34, Note,6
10/12/2012, 17:58:35, Note,5
10/12/2012, 17:58:35, Note,6
10/12/2012, 17:58:35, Note,7
10/12/2012, 17:58:35, Note,5
10/12/2012, 17:58:35, Note,6
10/12/2012, 17:58:35, Note,7
10/12/2012, 17:58:38, Note,7
10/12/2012, 17:58:39, Note,7
10/12/2012, 17:58:39, Note,6
10/12/2012, 17:58:40, Note,6
10/12/2012, 17:58:40, Note,7
10/12/2012, 17:58:41, Note,7
10/12/2012, 17:58:42, Note,7
10/12/2012, 17:58:53, Screen Saver
10/12/2012, 17:59:04, Screen Saver
10/12/2012, 17:59:15, Screen Saver
10/12/2012, 17:59:26, Screen Saver
10/12/2012, 17:59:37, Screen Saver
10/12/2012, 17:59:48, Screen Saver
10/12/2012, 17:59:59, Screen Saver
10/12/2012, 18:00:10, Screen Saver
10/12/2012, 18:00:21, Screen Saver
10/12/2012, 18:00:32, Screen Saver
10/12/2012, 18:00:43, Screen Saver
10/12/2012, 18:00:54, Screen Saver
10/12/2012, 18:01:05, Screen Saver
10/12/2012, 18:01:16, Screen Saver
10/12/2012, 18:01:27, Screen Saver
10/12/2012, 18:01:38, Screen Saver
10/12/2012, 18:01:49, Screen Saver
10/12/2012, 18:01:54, Note,3
10/12/2012, 18:01:54, Note,3
10/12/2012, 18:01:56, Note,4
10/12/2012, 18:01:56, Note,4
10/12/2012, 18:01:56, Note,4
10/12/2012, 18:01:56, Note,4
10/12/2012, 18:01:57, Note,3
10/12/2012, 18:01:57, Note,2
10/12/2012, 18:01:57, Note,2
10/12/2012, 18:01:58, Note,3
10/12/2012, 18:01:58, Note,4
10/12/2012, 18:01:58, Note,5
10/12/2012, 18:01:59, Note,6
10/12/2012, 18:01:59, Note,6
10/12/2012, 18:01:59, Note,6
10/12/2012, 18:01:59, Note,5
10/12/2012, 18:02:00, Note,4
10/12/2012, 18:02:00, Note,2
10/12/2012, 18:02:01, Note,1
10/12/2012, 18:02:01, Note,1
10/12/2012, 18:02:02, Note,2
10/12/2012, 18:02:02, Note,3
10/12/2012, 18:02:02, Note,4
10/12/2012, 18:02:02, Note,5
10/12/2012, 18:02:03, Note,5
10/12/2012, 18:02:03, Note,5
10/12/2012, 18:02:03, Note,5
10/12/2012, 18:02:04, Note,5
10/12/2012, 18:02:04, Note,4
10/12/2012, 18:02:05, Note,3
10/12/2012, 18:02:05, Note,3
10/12/2012, 18:02:06, Note,4
10/12/2012, 18:02:07, Note,6
10/12/2012, 18:02:08, Note,7
10/12/2012, 18:02:08, Note,8
10/12/2012, 18:02:11, Note,2
10/12/2012, 18:02:12, Note,2
10/12/2012, 18:02:13, Note,3
10/12/2012, 18:02:13, Note,4
10/12/2012, 18:02:14, Note,5
10/12/2012, 18:02:14, Note,4
10/12/2012, 18:02:14, Note,6
10/12/2012, 18:02:15, Note,5
10/12/2012, 18:02:15, Note,3
10/12/2012, 18:02:15, Note,2
10/12/2012, 18:02:16, Note,1
10/12/2012, 18:02:16, Note,1
10/12/2012, 18:02:19, Note,1
10/12/2012, 18:02:19, Note,1
10/12/2012, 18:02:21, Note,3
10/12/2012, 18:02:21, Note,3
10/12/2012, 18:02:22, Note,4
10/12/2012, 18:02:22, Note,4
10/12/2012, 18:02:22, Note,5
10/12/2012, 18:02:22, Note,6
10/12/2012, 18:02:23, Note,5
10/12/2012, 18:02:23, Note,5
10/12/2012, 18:02:24, Note,4
10/12/2012, 18:02:24, Note,5
10/12/2012, 18:02:24, Note,5
10/12/2012, 18:02:25, Note,3
10/12/2012, 18:02:25, Note,4
10/12/2012, 18:02:28, Note,2
10/12/2012, 18:02:28, Note,2
10/12/2012, 18:02:29, Note,2
10/12/2012, 18:02:30, Note,1
10/12/2012, 18:02:32, Note,1
10/12/2012, 18:02:33, Note,2
10/12/2012, 18:02:33, Note,3
10/12/2012, 18:02:34, Note,4
10/12/2012, 18:02:35, Note,5
10/12/2012, 18:02:35, Note,6
10/12/2012, 18:02:35, Note,7
10/12/2012, 18:02:36, Note,8
10/12/2012, 18:02:46, Screen Saver
10/12/2012, 18:02:57, Note,1
10/12/2012, 18:02:58, Note,1
10/12/2012, 18:02:58, Note,2
10/12/2012, 18:02:59, Note,3
10/12/2012, 18:02:59, Note,4
10/12/2012, 18:03:00, Note,5
10/12/2012, 18:03:00, Note,4
10/12/2012, 18:03:00, Note,3
10/12/2012, 18:03:01, Note,2
10/12/2012, 18:03:01, Note,3
10/12/2012, 18:03:02, Note,4
10/12/2012, 18:03:02, Note,6
10/12/2012, 18:03:12, Screen Saver
10/12/2012, 18:03:19, Note,4
10/12/2012, 18:03:19, Note,3
10/12/2012, 18:03:19, Note,5
10/12/2012, 18:03:19, Note,2
10/12/2012, 18:03:19, Note,3
10/12/2012, 18:03:19, Note,5
10/12/2012, 18:03:19, Note,3
10/12/2012, 18:03:19, Note,5
10/12/2012, 18:03:19, Note,2
10/12/2012, 18:03:20, Note,2
10/12/2012, 18:03:20, Note,3
10/12/2012, 18:03:20, Note,4
10/12/2012, 18:03:20, Note,1
10/12/2012, 18:03:20, Note,3
10/12/2012, 18:03:20, Note,1
10/12/2012, 18:03:20, Note,2
10/12/2012, 18:03:20, Note,4
10/12/2012, 18:03:20, Note,4
10/12/2012, 18:03:20, Note,2
10/12/2012, 18:03:20, Note,2
10/12/2012, 18:03:20, Note,4
10/12/2012, 18:03:20, Note,1
10/12/2012, 18:03:21, Note,3
10/12/2012, 18:03:21, Note,1
10/12/2012, 18:03:21, Note,4
10/12/2012, 18:03:21, Note,1
10/12/2012, 18:03:21, Note,4
10/12/2012, 18:03:21, Note,2
10/12/2012, 18:03:21, Note,3
10/12/2012, 18:03:21, Note,5
10/12/2012, 18:03:21, Note,2
10/12/2012, 18:03:21, Note,2
10/12/2012, 18:03:21, Note,4
10/12/2012, 18:03:21, Note,1
10/12/2012, 18:03:21, Note,3
10/12/2012, 18:03:21, Note,4
10/12/2012, 18:03:21, Note,2
10/12/2012, 18:03:22, Note,1
10/12/2012, 18:03:22, Note,4
10/12/2012, 18:03:22, Note,3
10/12/2012, 18:03:22, Note,2
10/12/2012, 18:03:22, Note,5
10/12/2012, 18:03:22, Note,3
10/12/2012, 18:03:22, Note,1
10/12/2012, 18:03:22, Note,3
10/12/2012, 18:03:22, Note,3
10/12/2012, 18:03:22, Note,1
10/12/2012, 18:03:23, Note,2
10/12/2012, 18:03:23, Note,5
10/12/2012, 18:03:23, Note,3
10/12/2012, 18:03:23, Note,5
10/12/2012, 18:03:23, Note,4
10/12/2012, 18:03:23, Note,2
10/12/2012, 18:03:23, Note,3
10/12/2012, 18:03:23, Note,3
10/12/2012, 18:03:23, Note,2
10/12/2012, 18:03:23, Note,2
10/12/2012, 18:03:23, Note,4
10/12/2012, 18:03:23, Note,3
10/12/2012, 18:03:23, Note,5
10/12/2012, 18:03:24, Note,3
10/12/2012, 18:03:24, Note,4
10/12/2012, 18:03:24, Note,4
10/12/2012, 18:03:24, Note,6
10/12/2012, 18:03:24, Note,5
10/12/2012, 18:03:24, Note,6
10/12/2012, 18:03:24, Note,7
10/12/2012, 18:03:24, Note,6
10/12/2012, 18:03:24, Note,8
10/12/2012, 18:03:25, Note,7
10/12/2012, 18:03:25, Note,8
10/12/2012, 18:03:25, Note,8
10/12/2012, 18:03:25, Note,7
10/12/2012, 18:03:25, Note,8
10/12/2012, 18:03:25, Note,8
10/12/2012, 18:03:25, Note,8
10/12/2012, 18:03:26, Note,8
10/12/2012, 18:03:26, Note,6
10/12/2012, 18:03:26, Note,7
10/12/2012, 18:03:26, Note,5
10/12/2012, 18:03:26, Note,8
10/12/2012, 18:03:26, Note,6
10/12/2012, 18:03:26, Note,7
10/12/2012, 18:03:26, Note,6
10/12/2012, 18:03:26, Note,7
10/12/2012, 18:03:26, Note,5
10/12/2012, 18:03:26, Note,6
10/12/2012, 18:03:26, Note,8
10/12/2012, 18:03:27, Note,7
10/12/2012, 18:03:27, Note,6
10/12/2012, 18:03:27, Note,8
10/12/2012, 18:03:27, Note,8
10/12/2012, 18:03:27, Note,6
10/12/2012, 18:03:27, Note,7
10/12/2012, 18:03:27, Note,7
10/12/2012, 18:03:27, Note,5
10/12/2012, 18:03:27, Note,8
10/12/2012, 18:03:28, Note,5
10/12/2012, 18:03:28, Note,7
10/12/2012, 18:03:28, Note,6
10/12/2012, 18:03:28, Note,6
10/12/2012, 18:03:28, Note,3
10/12/2012, 18:03:28, Note,4
10/12/2012, 18:03:28, Note,1
10/12/2012, 18:03:29, Note,2
10/12/2012, 18:03:29, Note,2
10/12/2012, 18:03:29, Switching to instrument 0
10/12/2012, 18:03:29, Note,1
10/12/2012, 18:03:29, Note,2
10/12/2012, 18:03:30, Note,3
10/12/2012, 18:03:30, Note,2
10/12/2012, 18:03:30, Note,2
10/12/2012, 18:03:30, Note,4
10/12/2012, 18:03:31, Note,4
10/12/2012, 18:03:31, Note,1
10/12/2012, 18:03:31, Note,5
10/12/2012, 18:03:31, Note,3
10/12/2012, 18:03:31, Note,2
10/12/2012, 18:03:32, Note,5
10/12/2012, 18:03:32, Switching to instrument 1
10/12/2012, 18:03:32, Note,6
10/12/2012, 18:03:32, Switching to instrument 2
10/12/2012, 18:03:32, Note,7
10/12/2012, 18:03:32, Note,3
10/12/2012, 18:03:33, Note,1
10/12/2012, 18:03:33, Note,5
10/12/2012, 18:03:33, Note,2
10/12/2012, 18:03:34, Note,2
10/12/2012, 18:03:34, Note,2
10/12/2012, 18:03:34, Note,5
10/12/2012, 18:03:35, Note,1
10/12/2012, 18:03:35, Note,2
10/12/2012, 18:03:35, Note,4
10/12/2012, 18:03:35, Note,8
10/12/2012, 18:03:35, Note,3
10/12/2012, 18:03:35, Note,3
10/12/2012, 18:03:35, Note,8
10/12/2012, 18:03:35, Note,4
10/12/2012, 18:03:35, Note,1
10/12/2012, 18:03:35, Note,8
10/12/2012, 18:03:35, Note,3
10/12/2012, 18:03:35, Note,2
10/12/2012, 18:03:35, Note,5
10/12/2012, 18:03:35, Note,8
10/12/2012, 18:03:36, Note,2
10/12/2012, 18:03:36, Note,1
10/12/2012, 18:03:36, Note,7
10/12/2012, 18:03:36, Note,7
10/12/2012, 18:03:36, Note,7
10/12/2012, 18:03:37, Note,7
10/12/2012, 18:03:39, Note,8
10/12/2012, 18:03:39, Note,3
10/12/2012, 18:03:40, Note,4
10/12/2012, 18:03:40, Note,8
10/12/2012, 18:03:41, Note,4
10/12/2012, 18:03:42, Note,6
10/12/2012, 18:03:52, Screen Saver
10/12/2012, 18:04:03, Screen Saver
10/12/2012, 18:04:14, Screen Saver
10/12/2012, 18:04:25, Screen Saver
10/12/2012, 18:04:36, Screen Saver
10/12/2012, 18:04:47, Screen Saver
10/12/2012, 18:04:49, Note,1
10/12/2012, 18:04:50, Note,1
10/12/2012, 18:04:50, Note,2
10/12/2012, 18:04:51, Note,3
10/12/2012, 18:04:52, Note,4
10/12/2012, 18:04:52, Note,5
10/12/2012, 18:04:53, Note,7
10/12/2012, 18:04:54, Note,6
10/12/2012, 18:04:54, Note,5
10/12/2012, 18:04:54, Note,8
10/12/2012, 18:04:55, Note,8
10/12/2012, 18:04:55, Note,4
10/12/2012, 18:04:55, Note,8
10/12/2012, 18:04:55, Note,3
10/12/2012, 18:04:55, Note,7
10/12/2012, 18:04:55, Note,7
10/12/2012, 18:04:55, Note,2
10/12/2012, 18:04:56, Note,6
10/12/2012, 18:04:56, Note,6
10/12/2012, 18:04:57, Note,7
10/12/2012, 18:05:00, Note,3
10/12/2012, 18:05:01, Note,4
10/12/2012, 18:05:01, Note,4
10/12/2012, 18:05:05, Note,5
10/12/2012, 18:05:06, Note,6
10/12/2012, 18:05:06, Note,7
10/12/2012, 18:05:06, Note,8
10/12/2012, 18:05:17, Screen Saver
10/12/2012, 18:05:28, Screen Saver
10/12/2012, 18:05:39, Screen Saver
10/12/2012, 18:05:50, Screen Saver
10/12/2012, 18:06:01, Screen Saver
10/12/2012, 18:06:12, Screen Saver
10/12/2012, 18:06:23, Screen Saver
10/12/2012, 18:06:34, Screen Saver
10/12/2012, 18:06:45, Screen Saver
10/12/2012, 18:06:56, Screen Saver
10/12/2012, 18:07:07, Screen Saver
